,maid,datetimestamp,latitude,longitude,homegeohash9,workgeohash,Home_Distance,Work_Distance
580,0171934b-f55c-49a8-a2ae-8cd227c4bb6d,12/16/2023 11:01,-37.82446465,145.049334,r1r07sksk,r1r07sk,9.095709356,9.204155771
581,0171934b-f55c-49a8-a2ae-8cd227c4bb6d,12/6/2023 3:43,-37.8244962,145.0493819,r1r07sksk,r1r07sk,9.095709356,9.204155771
582,0171934b-f55c-49a8-a2ae-8cd227c4bb6d,12/25/2023 9:20,-37.82452602,145.0493012,r1r07sksk,r1r07sk,9.095709356,9.204155771
583,0171934b-f55c-49a8-a2ae-8cd227c4bb6d,12/2/2023 19:27,-37.70947872,144.9416141,r1r07sksk,r1r07sk,9.095709356,9.204155771
640,019d93a9-d96c-459c-8a9a-1dd2ddc79369,12/9/2023 16:24,-38.36657368,144.8917043,r1r0mpgpg,r1r0mpg,5.798098413,5.741774315
641,019d93a9-d96c-459c-8a9a-1dd2ddc79369,12/31/2023 1:24,-37.88204776,145.0682274,r1r0mpgpg,r1r0mpg,5.798098413,5.741774315
642,019d93a9-d96c-459c-8a9a-1dd2ddc79369,12/3/2023 17:22,-37.88203407,145.0682636,r1r0mpgpg,r1r0mpg,5.798098413,5.741774315
643,019d93a9-d96c-459c-8a9a-1dd2ddc79369,12/3/2023 19:06,-37.8997273,145.1144375,r1r0mpgpg,r1r0mpg,5.798098413,5.741774315
660,01a75308-74b8-4263-acfa-4bd7558c29e2,12/13/2023 12:10,-33.72382326,150.9773132,r1r15d9d9,r1r15d9,7.475614751,7.357682261
661,01a75308-74b8-4263-acfa-4bd7558c29e2,12/30/2023 7:25,-33.72374315,150.9773174,r1r15d9d9,r1r15d9,7.475614751,7.357682261
662,01a75308-74b8-4263-acfa-4bd7558c29e2,12/18/2023 21:16,-33.72112665,150.97671,r1r15d9d9,r1r15d9,7.475614751,7.357682261
663,01a75308-74b8-4263-acfa-4bd7558c29e2,12/6/2023 22:53,-37.82449379,145.0493914,r1r15d9d9,r1r15d9,7.475614751,7.357682261
688,01bb61ba-a72d-4502-905e-3ea7fbbec539,12/23/2023 15:38,-37.82454263,145.0494068,r1r1hvpvp,r1r1hvp,7.272380169,7.759158977
689,01bb61ba-a72d-4502-905e-3ea7fbbec539,12/12/2023 1:41,-37.82468446,145.0493113,r1r1hvpvp,r1r1hvp,7.272380169,7.759158977
690,01bb61ba-a72d-4502-905e-3ea7fbbec539,12/12/2023 17:01,-37.83043097,145.0560418,r1r1hvpvp,r1r1hvp,7.272380169,7.759158977
691,01bb61ba-a72d-4502-905e-3ea7fbbec539,12/21/2023 4:47,-37.83030181,145.0559967,r1r1hvpvp,r1r1hvp,7.272380169,7.759158977
732,01d1e55b-cf62-4aca-8c16-9771ffad5f25,12/8/2023 3:15,-37.83041082,145.0561011,r1r0ygugu,r1r0ygu,8.212488851,8.385700039
733,01d1e55b-cf62-4aca-8c16-9771ffad5f25,12/23/2023 3:24,-37.81607,145.1466,r1r0ygugu,r1r0ygu,8.212488851,8.385700039
734,01d1e55b-cf62-4aca-8c16-9771ffad5f25,12/28/2023 12:20,-37.815862,145.1466417,r1r0ygugu,r1r0ygu,8.212488851,8.385700039
735,01d1e55b-cf62-4aca-8c16-9771ffad5f25,12/7/2023 8:35,-37.76927024,145.0527478,r1r0ygugu,r1r0ygu,8.212488851,8.385700039
816,020bc715-32dc-43bd-84f7-1a5898f84ac0,12/21/2023 8:33,-37.83963,145.06446,r1r0tp2p2,r1r0tp2,1.335117485,1.218889889
817,020bc715-32dc-43bd-84f7-1a5898f84ac0,12/27/2023 0:31,-37.84049,145.06403,r1r0tp2p2,r1r0tp2,1.335117485,1.218889889
818,020bc715-32dc-43bd-84f7-1a5898f84ac0,12/10/2023 15:31,-37.8405,145.0639,r1r0tp2p2,r1r0tp2,1.335117485,1.218889889
819,020bc715-32dc-43bd-84f7-1a5898f84ac0,12/24/2023 9:56,-37.84057,145.06417,r1r0tp2p2,r1r0tp2,1.335117485,1.218889889
828,021c63b7-2bfc-4c5d-b247-f052e451bccf,12/24/2023 6:23,-37.74643265,145.0605622,r1r1kbmbm,r1pr8kf,9.138856274,26.08079514
829,021c63b7-2bfc-4c5d-b247-f052e451bccf,12/18/2023 6:41,-37.80206082,144.8683643,r1r1kbmbm,r1pr8kf,9.138856274,26.08079514
830,021c63b7-2bfc-4c5d-b247-f052e451bccf,12/21/2023 0:31,-37.82455226,145.049433,r1r1kbmbm,r1pr8kf,9.138856274,26.08079514
831,021c63b7-2bfc-4c5d-b247-f052e451bccf,12/19/2023 19:40,-37.82458365,145.0493399,r1r1kbmbm,r1pr8kf,9.138856274,26.08079514
919,0260fa70-1eea-4771-b60d-4fe060f962e3,12/9/2023 5:30,-37.82450335,145.0494506,r1r0yd7d7,r1r0yd7,6.973617048,6.647428639
920,0260fa70-1eea-4771-b60d-4fe060f962e3,12/12/2023 18:36,-37.82450942,145.0493552,r1r0yd7d7,r1r0yd7,6.973617048,6.647428639
921,0260fa70-1eea-4771-b60d-4fe060f962e3,12/26/2023 12:25,-37.83586628,145.1329136,r1r0yd7d7,r1r0yd7,6.973617048,6.647428639
922,0260fa70-1eea-4771-b60d-4fe060f962e3,12/20/2023 23:57,-37.85035846,145.1514566,r1r0yd7d7,r1r0yd7,6.973617048,6.647428639
999,02985bf8-71cf-4c4b-b6c3-555935b9c0ff,12/22/2023 10:53,-37.78985,145.13154,r1r1n8989,r1r1n89,8.010271364,7.906706148
1000,02985bf8-71cf-4c4b-b6c3-555935b9c0ff,12/28/2023 7:35,-37.7814514,145.1368719,r1r1n8989,r1r1n89,8.010271364,7.906706148
1001,02985bf8-71cf-4c4b-b6c3-555935b9c0ff,12/17/2023 23:14,-37.54833,149.73383,r1r1n8989,r1r1n89,8.010271364,7.906706148
1002,02985bf8-71cf-4c4b-b6c3-555935b9c0ff,12/2/2023 5:31,-37.78159,145.13681,r1r1n8989,r1r1n89,8.010271364,7.906706148
1195,02ff7275-1708-4975-87bf-611c0fb59b73,12/4/2023 17:25,-31.95005658,115.7596146,r1r0tj9j9,qd664pt,2.379761816,2738.566946
1196,02ff7275-1708-4975-87bf-611c0fb59b73,12/26/2023 7:06,-31.88225302,115.7837487,r1r0tj9j9,qd664pt,2.379761816,2738.566946
1197,02ff7275-1708-4975-87bf-611c0fb59b73,12/3/2023 0:53,-37.74716827,145.3459076,r1r0tj9j9,qd664pt,2.379761816,2738.566946
1198,02ff7275-1708-4975-87bf-611c0fb59b73,12/23/2023 9:28,-37.74727015,145.3461023,r1r0tj9j9,qd664pt,2.379761816,2738.566946
1199,03044322-bb2c-4f2f-8f79-a25a9d9af4ff,12/24/2023 12:47,-27.47104148,153.0304841,r1r0fyyyy,r7hv43x,7.922518929,1393.922939
1200,03044322-bb2c-4f2f-8f79-a25a9d9af4ff,12/29/2023 2:46,-27.47497418,153.0255382,r1r0fyyyy,r7hv43x,7.922518929,1393.922939
1201,03044322-bb2c-4f2f-8f79-a25a9d9af4ff,12/16/2023 14:42,-27.47494137,153.0256147,r1r0fyyyy,r7hv43x,7.922518929,1393.922939
1202,03044322-bb2c-4f2f-8f79-a25a9d9af4ff,12/29/2023 21:25,-27.23516546,153.0316558,r1r0fyyyy,r7hv43x,7.922518929,1393.922939
1426,03a16e07-0ea3-4fc7-b851-e5369a2d4257,12/10/2023 18:15,-37.85998,145.02525,r1r0gbdbd,r1r0s5m,3.800854439,4.038145259
1427,03a16e07-0ea3-4fc7-b851-e5369a2d4257,12/10/2023 10:49,-37.83834,145.03823,r1r0gbdbd,r1r0s5m,3.800854439,4.038145259
1428,03a16e07-0ea3-4fc7-b851-e5369a2d4257,12/4/2023 12:05,-37.83834,145.03826,r1r0gbdbd,r1r0s5m,3.800854439,4.038145259
1429,03a16e07-0ea3-4fc7-b851-e5369a2d4257,12/27/2023 3:08,-37.8103,144.96318,r1r0gbdbd,r1r0s5m,3.800854439,4.038145259
1498,03cd1e38-17b8-4432-bee6-3754b9bf412c,12/27/2023 8:49,-37.79714218,145.1198521,r1r153b3b,r1r153b,7.941691629,7.965329039
1499,03cd1e38-17b8-4432-bee6-3754b9bf412c,12/14/2023 11:51,-37.78690618,145.0999356,r1r153b3b,r1r153b,7.941691629,7.965329039
1500,03cd1e38-17b8-4432-bee6-3754b9bf412c,12/12/2023 4:05,-37.79740044,145.1289874,r1r153b3b,r1r153b,7.941691629,7.965329039
1501,03cd1e38-17b8-4432-bee6-3754b9bf412c,12/14/2023 17:02,-37.83040297,145.0560686,r1r153b3b,r1r153b,7.941691629,7.965329039
1542,03f397bc-4a8d-4da8-9a09-297c7ff9a3a6,12/22/2023 17:11,-37.83037296,145.0560399,r1r1hnhnh,r1r1hnh,8.292938968,8.061205318
1543,03f397bc-4a8d-4da8-9a09-297c7ff9a3a6,12/17/2023 18:09,-37.83040227,145.0560298,r1r1hnhnh,r1r1hnh,8.292938968,8.061205318
1544,03f397bc-4a8d-4da8-9a09-297c7ff9a3a6,12/21/2023 0:39,-37.83037034,145.0560479,r1r1hnhnh,r1r1hnh,8.292938968,8.061205318
1545,03f397bc-4a8d-4da8-9a09-297c7ff9a3a6,12/4/2023 22:08,-37.52115,144.62502,r1r1hnhnh,r1r1hnh,8.292938968,8.061205318
1586,04095b69-441a-4e02-9c82-8ce99ae2f6b5,12/24/2023 15:56,-37.81427,144.95582,r1r0fs1s1,r1r0fs1,8.917463247,8.653578781
1587,04095b69-441a-4e02-9c82-8ce99ae2f6b5,12/24/2023 10:47,-37.82493,144.96261,r1r0fs1s1,r1r0fs1,8.917463247,8.653578781
1588,04095b69-441a-4e02-9c82-8ce99ae2f6b5,12/30/2023 11:42,-37.82492,144.9625,r1r0fs1s1,r1r0fs1,8.917463247,8.653578781
1589,04095b69-441a-4e02-9c82-8ce99ae2f6b5,12/18/2023 9:21,-37.81866571,144.955434,r1r0fs1s1,r1r0fs1,8.917463247,8.653578781
1825,0495bc9a-01e8-41df-a798-9a81ce1e9aa7,12/27/2023 23:23,-34.19828,142.16639,r1r0sefef,r1r0sef,3.447883283,3.62958694
1826,0495bc9a-01e8-41df-a798-9a81ce1e9aa7,12/30/2023 4:42,-34.19815,142.16637,r1r0sefef,r1r0sef,3.447883283,3.62958694
1827,0495bc9a-01e8-41df-a798-9a81ce1e9aa7,12/22/2023 20:26,-34.21303,142.12787,r1r0sefef,r1r0sef,3.447883283,3.62958694
1828,0495bc9a-01e8-41df-a798-9a81ce1e9aa7,12/13/2023 13:33,-34.21299,142.12793,r1r0sefef,r1r0sef,3.447883283,3.62958694
1865,04abe363-acb5-4e4b-a634-243c1c8812c2,12/5/2023 10:13,-37.80367,145.08309,r1r1juvuv,r1r1juv,8.300196833,7.710653581
1866,04abe363-acb5-4e4b-a634-243c1c8812c2,12/28/2023 0:09,-37.76644,145.10433,r1r1juvuv,r1r1juv,8.300196833,7.710653581
1867,04abe363-acb5-4e4b-a634-243c1c8812c2,12/5/2023 0:51,-37.76634,145.1044,r1r1juvuv,r1r1juv,8.300196833,7.710653581
1868,04abe363-acb5-4e4b-a634-243c1c8812c2,12/9/2023 3:07,-37.80379,145.08312,r1r1juvuv,r1r1juv,8.300196833,7.710653581
1945,04d4fb0e-8aef-4a9f-8d7e-0a1fa09a8923,12/12/2023 1:46,-37.8303637,145.0560459,r1r0fezez,r1f9e3w,8.154786587,658.9724886
1946,04d4fb0e-8aef-4a9f-8d7e-0a1fa09a8923,12/18/2023 9:13,-37.83032479,145.056124,r1r0fezez,r1f9e3w,8.154786587,658.9724886
1947,04d4fb0e-8aef-4a9f-8d7e-0a1fa09a8923,12/20/2023 1:19,-37.83035149,145.0560431,r1r0fezez,r1f9e3w,8.154786587,658.9724886
1948,04d4fb0e-8aef-4a9f-8d7e-0a1fa09a8923,12/27/2023 2:47,-37.83039295,145.0560639,r1r0fezez,r1f9e3w,8.154786587,658.9724886
1953,04dcff1e-b223-4856-a3df-8cd3245ac6a9,12/4/2023 23:10,-37.83224,145.04496,r1r0u8f8f,r1r0u8f,0.962306484,1.34554729
1954,04dcff1e-b223-4856-a3df-8cd3245ac6a9,12/9/2023 5:20,-37.83716,145.03376,r1r0u8f8f,r1r0u8f,0.962306484,1.34554729
1955,04dcff1e-b223-4856-a3df-8cd3245ac6a9,12/9/2023 4:07,-37.71326,145.12677,r1r0u8f8f,r1r0u8f,0.962306484,1.34554729
1956,04dcff1e-b223-4856-a3df-8cd3245ac6a9,12/17/2023 7:09,-37.82903825,145.0470839,r1r0u8f8f,r1r0u8f,0.962306484,1.34554729
1957,04dd7a6d-5b01-4d0c-bc8f-da35d7287659,12/18/2023 12:55,-37.867488,145.07422,r1r0t4r4r,r1r0t4r,4.557504662,4.664929185
1958,04dd7a6d-5b01-4d0c-bc8f-da35d7287659,12/7/2023 19:51,-37.86749,145.07411,r1r0t4r4r,r1r0t4r,4.557504662,4.664929185
1959,04dd7a6d-5b01-4d0c-bc8f-da35d7287659,12/5/2023 22:41,-37.86743,145.07419,r1r0t4r4r,r1r0t4r,4.557504662,4.664929185
1960,04dd7a6d-5b01-4d0c-bc8f-da35d7287659,12/23/2023 12:44,-37.867476,145.07426,r1r0t4r4r,r1r0t4r,4.557504662,4.664929185
1961,04df2fb5-e364-46d1-aee5-5329e74fc638,12/25/2023 8:03,-37.85712,145.0887,r1r0ts6s6,r1r0ts6,4.223941636,4.543234963
1962,04df2fb5-e364-46d1-aee5-5329e74fc638,12/27/2023 20:03,-37.66664,145.03098,r1r0ts6s6,r1r0ts6,4.223941636,4.543234963
1963,04df2fb5-e364-46d1-aee5-5329e74fc638,12/26/2023 1:07,-37.5679607,144.8936414,r1r0ts6s6,r1r0ts6,4.223941636,4.543234963
1964,04df2fb5-e364-46d1-aee5-5329e74fc638,12/5/2023 1:27,-37.56790762,144.8936024,r1r0ts6s6,r1r0ts6,4.223941636,4.543234963
2013,04fa92d2-f38c-4b25-b0c5-5f366bba97a1,12/27/2023 11:47,-37.83044001,145.0559933,r1r0secec,r1r0sec,3.482198514,3.62958694
2014,04fa92d2-f38c-4b25-b0c5-5f366bba97a1,12/21/2023 22:53,-37.83036241,145.056043,r1r0secec,r1r0sec,3.482198514,3.62958694
2015,04fa92d2-f38c-4b25-b0c5-5f366bba97a1,12/24/2023 15:48,-37.83037584,145.0559993,r1r0secec,r1r0sec,3.482198514,3.62958694
2016,04fa92d2-f38c-4b25-b0c5-5f366bba97a1,12/1/2023 8:38,-37.83035011,145.0560141,r1r0secec,r1r0sec,3.482198514,3.62958694
2093,053d572f-998a-4b52-89c3-bf2513f5e469,12/6/2023 2:58,-37.87265662,145.0246363,r1r0ecece,r3gx02b,5.978649533,702.2259578
2094,053d572f-998a-4b52-89c3-bf2513f5e469,12/24/2023 5:17,-37.87153877,145.0351764,r1r0ecece,r3gx02b,5.978649533,702.2259578
2095,053d572f-998a-4b52-89c3-bf2513f5e469,12/25/2023 15:27,-37.86895722,144.9954805,r1r0ecece,r3gx02b,5.978649533,702.2259578
2096,053d572f-998a-4b52-89c3-bf2513f5e469,12/30/2023 9:52,-37.86216241,145.0178218,r1r0ecece,r3gx02b,5.978649533,702.2259578
2121,054b8406-6c72-49c1-aafe-6f2c9d13ebc7,12/31/2023 2:23,-37.94623,145.04414,r1r0g0404,r1r0g04,6.802351184,6.712954882
2122,054b8406-6c72-49c1-aafe-6f2c9d13ebc7,12/15/2023 5:44,-37.93453,145.01034,r1r0g0404,r1r0g04,6.802351184,6.712954882
2123,054b8406-6c72-49c1-aafe-6f2c9d13ebc7,12/21/2023 16:15,-37.9345,145.01578,r1r0g0404,r1r0g04,6.802351184,6.712954882
2124,054b8406-6c72-49c1-aafe-6f2c9d13ebc7,12/5/2023 3:06,-37.85786,145.03811,r1r0g0404,r1r0g04,6.802351184,6.712954882
2201,057504fb-8125-48a4-af69-3067bee63989,12/14/2023 4:52,-37.85416405,145.0088326,r1r0wnrnr,r1r1pe3,5.725366082,12.8082626
2202,057504fb-8125-48a4-af69-3067bee63989,12/25/2023 15:29,-37.8456738,145.1177738,r1r0wnrnr,r1r1pe3,5.725366082,12.8082626
2203,057504fb-8125-48a4-af69-3067bee63989,12/8/2023 2:25,-37.83582114,145.0982811,r1r0wnrnr,r1r1pe3,5.725366082,12.8082626
2204,057504fb-8125-48a4-af69-3067bee63989,12/24/2023 19:03,-37.85421083,145.0089873,r1r0wnrnr,r1r1pe3,5.725366082,12.8082626
2273,05a52ee0-ef46-4976-8df8-a18f7472ccda,12/9/2023 11:46,-37.73842,144.73837,r1r0fegeg,r1qcmby,8.638022661,28.62409437
2274,05a52ee0-ef46-4976-8df8-a18f7472ccda,12/24/2023 20:24,-37.5302,143.83344,r1r0fegeg,r1qcmby,8.638022661,28.62409437
2275,05a52ee0-ef46-4976-8df8-a18f7472ccda,12/27/2023 22:03,-37.53018,143.83325,r1r0fegeg,r1qcmby,8.638022661,28.62409437
2276,05a52ee0-ef46-4976-8df8-a18f7472ccda,12/12/2023 13:56,-37.53037,143.83333,r1r0fegeg,r1qcmby,8.638022661,28.62409437
2301,05c0c888-395a-4b67-b4ed-398a793160b2,12/1/2023 14:15,-37.82585,144.99485,r1r0futut,r1r0fut,7.536016045,7.806917525
2302,05c0c888-395a-4b67-b4ed-398a793160b2,12/29/2023 22:50,-37.82584,144.99484,r1r0futut,r1r0fut,7.536016045,7.806917525
2303,05c0c888-395a-4b67-b4ed-398a793160b2,12/26/2023 22:04,-37.81162,144.97206,r1r0futut,r1r0fut,7.536016045,7.806917525
2304,05c0c888-395a-4b67-b4ed-398a793160b2,12/19/2023 13:33,-37.79815,144.96817,r1r0futut,r1r0fut,7.536016045,7.806917525
2345,05eb2828-2602-482b-9a86-7bd75af76a85,12/20/2023 4:55,-37.8582,145.01084,r1r0kzqzq,r1r0kzq,6.035181626,5.610254982
2346,05eb2828-2602-482b-9a86-7bd75af76a85,12/26/2023 8:38,-37.87717,145.05895,r1r0kzqzq,r1r0kzq,6.035181626,5.610254982
2347,05eb2828-2602-482b-9a86-7bd75af76a85,12/29/2023 14:41,-37.85895,145.00146,r1r0kzqzq,r1r0kzq,6.035181626,5.610254982
2348,05eb2828-2602-482b-9a86-7bd75af76a85,12/1/2023 16:02,-37.85428,145.01164,r1r0kzqzq,r1r0kzq,6.035181626,5.610254982
2525,067109eb-2090-4835-99ac-ee35df05f32b,12/17/2023 7:38,-37.88924,145.05871,r1r0szjzj,r1r0szj,1.362284614,1.218889889
2526,067109eb-2090-4835-99ac-ee35df05f32b,12/23/2023 8:32,-37.88925,145.05885,r1r0szjzj,r1r0szj,1.362284614,1.218889889
2527,067109eb-2090-4835-99ac-ee35df05f32b,12/24/2023 13:22,-37.88925,145.05873,r1r0szjzj,r1r0szj,1.362284614,1.218889889
2528,067109eb-2090-4835-99ac-ee35df05f32b,12/10/2023 10:28,-37.86011,148.01957,r1r0szjzj,r1r0szj,1.362284614,1.218889889
2585,06945cc9-f5c7-4e52-99f7-0ebeda35360d,12/20/2023 21:00,-37.98332132,145.0470366,r1r0mgqgq,r1pput6,9.62120048,16.7685755
2586,06945cc9-f5c7-4e52-99f7-0ebeda35360d,12/21/2023 21:24,-37.68730661,144.7891743,r1r0mgqgq,r1pput6,9.62120048,16.7685755
2587,06945cc9-f5c7-4e52-99f7-0ebeda35360d,12/25/2023 23:33,-37.68090868,144.7786384,r1r0mgqgq,r1pput6,9.62120048,16.7685755
2588,06945cc9-f5c7-4e52-99f7-0ebeda35360d,12/4/2023 4:35,-37.2916776,144.2552108,r1r0mgqgq,r1pput6,9.62120048,16.7685755
2613,06a195d8-0cfd-4fa6-96ae-f2c949ad3f39,12/11/2023 22:59,-37.6941,144.97228,r1r0mkkkk,r1r4nej,8.200522119,26.60357914
2614,06a195d8-0cfd-4fa6-96ae-f2c949ad3f39,12/23/2023 22:30,-37.88912,145.07343,r1r0mkkkk,r1r4nej,8.200522119,26.60357914
2615,06a195d8-0cfd-4fa6-96ae-f2c949ad3f39,12/8/2023 19:11,-37.90067,145.08048,r1r0mkkkk,r1r4nej,8.200522119,26.60357914
2616,06a195d8-0cfd-4fa6-96ae-f2c949ad3f39,12/28/2023 12:28,-37.82819,144.99755,r1r0mkkkk,r1r4nej,8.200522119,26.60357914
2881,07588be1-5d4d-418b-afcf-2fd13cefdd85,12/8/2023 18:11,-37.83435608,145.0561283,r1r1he9e9,r1r1he9,6.375220587,6.771334586
2882,07588be1-5d4d-418b-afcf-2fd13cefdd85,12/9/2023 9:48,-37.81705088,145.0348017,r1r1he9e9,r1r1he9,6.375220587,6.771334586
2883,07588be1-5d4d-418b-afcf-2fd13cefdd85,12/5/2023 0:32,-37.82768303,145.0344784,r1r1he9e9,r1r1he9,6.375220587,6.771334586
2884,07588be1-5d4d-418b-afcf-2fd13cefdd85,12/24/2023 3:10,-38.28196,144.60368,r1r1he9e9,r1r1he9,6.375220587,6.771334586
